treatment_correct_retention,treatment_incorrect_retention,delta_correct_retention_vs_control,delta_incorrect_retention_vs_control,latent_accuracy_both_arms,control_retained_accuracy,treatment_retained_accuracy,apparent_effect_treatment_minus_control,boundary_margin_a1b0_minus_a0b1,sign
0.9500000000000001,0.3,-0.04999999999999993,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.903977227229561,0.13636098415478481,0.5550000000000002,positive
0.9500000000000001,0.35000000000000003,-0.04999999999999993,-0.55,0.7482949549720435,0.7676162430747762,0.8897380415973086,0.12212179852253247,0.5050000000000001,positive
0.9500000000000001,0.4,-0.04999999999999993,-0.5,0.7482949549720435,0.7676162430747762,0.8759404825895202,0.10832423951474401,0.45500000000000007,positive
0.9500000000000001,0.45,-0.04999999999999993,-0.45,0.7482949549720435,0.7676162430747762,0.8625643184541549,0.09494807537937877,0.4050000000000001,positive
0.9500000000000001,0.5,-0.04999999999999993,-0.4,0.7482949549720435,0.7676162430747762,0.8495905346579752,0.08197429158319902,0.3550000000000001,positive
0.9500000000000001,0.55,-0.04999999999999993,-0.35,0.7482949549720435,0.7676162430747762,0.8370012437023866,0.06938500062761044,0.30500000000000005,positive
0.9500000000000001,0.6000000000000001,-0.04999999999999993,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.8247796028403308,0.057163359765554644,0.255,positive
0.9500000000000001,0.6500000000000001,-0.04999999999999993,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.8129097388982709,0.045293495823494734,0.20499999999999996,positive
0.9500000000000001,0.7000000000000001,-0.04999999999999993,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.8013766794976515,0.033760436422875295,0.15500000000000003,positive
0.9500000000000001,0.7500000000000001,-0.04999999999999993,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.7901662900491808,0.02255004697440466,0.10499999999999998,positive
0.9500000000000001,0.8,-0.04999999999999993,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7792652159624457,0.011648972887669529,0.05500000000000005,positive
0.9500000000000001,0.8500000000000001,-0.04999999999999993,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.7686608295740608,0.0010445864992846277,0.0050000000000000044,positive
0.9500000000000001,0.9000000000000001,-0.04999999999999993,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.758341181350911,-0.009275061723865163,-0.04500000000000004,negative
0.9500000000000001,0.9500000000000001,-0.04999999999999993,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.09499999999999997,negative
0.9500000000000001,1.0,-0.04999999999999993,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.738511425934231,-0.029104817140545136,-0.1449999999999999,negative
1.0,0.05,0.0,-0.85,0.7482949549720435,0.7676162430747762,0.9834596140996712,0.21584337102489504,0.85,positive
1.0,0.1,0.0,-0.8,0.7482949549720435,0.7676162430747762,0.9674574938098908,0.1998412507351146,0.8,positive
1.0,0.15000000000000002,0.0,-0.75,0.7482949549720435,0.7676162430747762,0.9519677850411477,0.1843515419663715,0.75,positive
1.0,0.2,0.0,-0.7,0.7482949549720435,0.7676162430747762,0.9369662633837998,0.16935002030902369,0.7,positive
1.0,0.25,0.0,-0.65,0.7482949549720435,0.7676162430747762,0.922430207694145,0.1548139646193688,0.65,positive
1.0,0.3,0.0,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.908338285267809,0.14072204219303286,0.6000000000000001,positive
1.0,0.35000000000000003,0.0,-0.55,0.7482949549720435,0.7676162430747762,0.8946704473799649,0.12705420430518877,0.55,positive
1.0,0.4,0.0,-0.5,0.7482949549720435,0.7676162430747762,0.8814078341166365,0.11379159104186032,0.5,positive
1.0,0.45,0.0,-0.45,0.7482949549720435,0.7676162430747762,0.8685326875470486,0.10091644447227244,0.45,positive
1.0,0.5,0.0,-0.4,0.7482949549720435,0.7676162430747762,0.8560282723964152,0.08841202932163905,0.4,positive
1.0,0.55,0.0,-0.35,0.7482949549720435,0.7676162430747762,0.8438788034739955,0.0762625603992193,0.35,positive
1.0,0.6000000000000001,0.0,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.8320693791946753,0.06445313611989911,0.29999999999999993,positive
1.0,0.6500000000000001,0.0,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.8205859206053941,0.05296967753061799,0.2499999999999999,positive
1.0,0.7000000000000001,0.0,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.8094151153918475,0.041798872317071356,0.19999999999999996,positive
1.0,0.7500000000000001,0.0,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.7985443663972539,0.03092812332247774,0.1499999999999999,positive
1.0,0.8,0.0,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.78796174423462,0.020345501159843793,0.09999999999999998,positive
1.0,0.8500000000000001,0.0,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.7776559436177272,0.010039700542951002,0.04999999999999993,positive
1.0,0.9000000000000001,0.0,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.7676162430747762,0.0,-1.1102230246251565e-16,zero
1.0,0.9500000000000001,0.0,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.757832467742887,-0.009783775331889122,-0.050000000000000044,negative
1.0,1.0,0.0,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.09999999999999998,negative
